Id,EUde,EUen,EUit,EUnl,EUru,EUfr,EUes,USen,USfr,USes,JPja,KRko,TWzh,CNzh
squ03,spatzl,chipmunk,cipì,eekhoorn,бурундук,fouloulou,piñoncito,chipmunk,fouloulou,piñoní,つんっ,쯧쯧,正經,正经
squ04,knusper,niblet,truciolo,knabbel,орешек,nunuche,bellotita,niblet,grignotte,trocitrí,ガジガジ,송송,咯吱咯吱,咯吱咯吱
squ05,strampl,sidekick,spalla,sidekick,коллега,poto,piñita,sidekick,haï-ya,hai-ááá,せいやっ,흠냐,嘿唷,嘿唷
squ06,hulaaaa,hulaaaa,ehilaaà,hoelaaa,уа-а-а,houlaaaa,ulaaaa,hulaaaa,houlaaaa,ulaaaa,ユー,휴,你,你
squ07,muskat,nutmeg,nocciolina,muskaatje,мускатик,tac,ramita,nutmeg,tac,raminí,ったら,까꿍,要是,要是
squ08,krazz,krzzt,sguscio,bliksems,вж-ж-ж,krzzt,avería,krzzt,krzzt,kreee,ピカッ,콰광,閃閃,闪闪
squ09,knabber,ahhhhhh,squercia,ahhhhhh,ах-ах,ahhhhhh,bichito,ahhhhhh,ahhhhhh,bellotuá,うっふん,우훗,喔哼,喔哼
squ10,knorz,nutcase,nocciola,mafnoot,арахис,dingo,cáscaras,nutcase,dingo,crac-crac,キッ,사각사각,炯炯,炯炯
squ11,huiii,WHEE,SCRUNCH,cashew,ух ты,yeeeees,macadamia,WHEE,cacahuète,ñip-ñip,ララー,랄랄라,啦啦,啦啦
squ13,tjaja,nice nice,munch,jaja,ладно,ptigri,pincel,nice nice,ptigri,bi-buá,やるわね,굿굿,做得好,做得好
squ14,jammi,hubbub,sgranocc,jammie,хрум,grignote,caldito,hubbub,grignote,yupip,ひゅん,퓨우,咻,咻
squ15,nussi,nutty,squittole,nootje,чок-чок,scratchy,albricias,nutty,abajoue,nutinú,デス,도톨도톨,甜甜,甜甜
squ16,hoppi,cardio,flash,topfit,треники,toutouffe,zasca,cardio,pacane,zasca,クリクリ,땡글땡글,鼓栗鼓栗,鼓栗鼓栗
squ17,huschhusch,sulky,ardillà,knorrepot,тихоня,nanache,tecuén,sulky,carpe diem,tecuén,あながち,어차피,不管怎樣,不管怎样
squ18,kekeke,uni-wow,blink,brauw,фундук,tac tac,castaña,uni-wow,tac tac,tac-tac,だもんね,알아알아,當然囉,当然哦
squ21,knibbi,gleam,brillbrill,twinkel,сияние,albedou,destello,gleam,albedou,blinguiblín,キラキラ,빤짝,亮晶晶,亮晶晶
tig00,brüll,grrrolf,grrrolf,grrrolf,гр-р-рольф,grrrufff,grooorf,grrrolf,grrrufff,grooorf,だガー,근데,王,王
tig01,mango,mango,mango,mango,манго,banane,turista,mango,banane,gurruf,まったく,내참,完全,完全
tig02,grrrummel,grrrRAH,grrrRAH,brrrrulll,р-рык,grouaaah,bengala,grrrRAH,grouaaah,raaarruf,だトラ,으르렁,虎虎,虎虎
tig03,schnurf,growf,grouf,grommf,р-р-рф,ma souris,mi vida,growf,ma souris,gri-gruá,なのぉー,쪼옥쪽,是喔,是喔
tig04,krrrrrr,flexin',joggingrrr,flex,р-разминка,rebelote,macoque,flexin',mes abdos,macoque,じゃが,어흥,但是,但是
tig05,kchhh,ooh la la,smack,olala,о-ля-ля,grou grou,mindundi,ooh la la,grou grou,mindundi,アハ～ン,잇힝,啊哈,啊哈
tig06,prrr,glimmer,yeppa,witje,хлоп-хлоп,croky,guiñito,glimmer,la vie,ruarri,でヒョウ,그래호,雪豹,雪豹
wol00,harrumff,harrumph,arrrgh,huil,фыр-р-рф,mmmph,ejem,harrumph,mmmph,ejem,やんか,그렇잖여,不是嘛,不是嘛
wol01,auuuuuu,ah-rooooo,etchuuuu,aooooeee,ау-у-у,ah rooooo,auuuh,ah-rooooo,ah rooooo,auuuh,だぜよ,봐봐,不然呢,不然呢
wol02,knurrr,snarrrl,zanna,snauw,ау-рр,snurffff,grauuuh,snarrrl,snurffff,grauuuh,のな,거봐,羅羅,罗罗
wol03,jaulll,snappy,snappy,hap,цап,sbam,auf-auf,snappy,bing bang,auf-auf,ステキね,멋져,漂亮,漂亮
wol04,heuuul,ohmmm,gnams,eh,ом-м-м,peuchère,ooomm,ohmmm,loudonc,ooomm,ゴホゴホ,음음,咳呵,咳呵
wol05,ähmmm,uff da,uuuff,fjord,хрусть,mon loulou,auuuff,uff da,mon loulou,auuuff,なのだわ,유행이야,就是說哇,就是说哇
wol06,braul,cha-chomp,fabuuula,knauw,грызь,sagouin,en-ñac,cha-chomp,sagouin,en-ñac,ですダス,콜록콜록,這倒是,这倒是
wol08,scholli,piffle,arruuu,nonsens,вздор,crocroque,aú-aú,piffle,crocroque,aú-aú,だわよ,그러하다,喔呵呵,喔呵呵
wol09,ahiii,airmail,uuuhlalà,luchtpost,пилот,mumuseau,auuu,airmail,mumuseau,auuu,フワワ,후와와,花花,花花
wol10,ahuuu,alpha,sgnack,alfa,вожак,garooouuu,aujujú,alpha,garooouuu,aujujú,オゥイェ,오우예,喔耶,喔耶
wol12,foxtrott,foxtrot,foxtrot,foxtrot,фокстрот,trottine,maravilla,foxtrot,trottine,ulalilá,アハッ,아하핫,呀哈,呀哈
